Location,Year,Date,Time,LoggerID,Measurement,Unit,Value,DaysAfterPlanting
"Sutherland, Canada",2018,2018-05-21,05:03:00,IButton1,Temperature,C,12,12
"Sutherland, Canada",2018,2018-05-21,06:03:00,IButton1,Temperature,C,12.5,12
"Sutherland, Canada",2018,2018-05-21,07:03:00,IButton1,Temperature,C,18.5,12
"Sutherland, Canada",2018,2018-05-21,08:03:00,IButton1,Temperature,C,20.5,12
"Sutherland, Canada",2018,2018-05-21,09:03:00,IButton1,Temperature,C,25.5,12
"Sutherland, Canada",2018,2018-05-21,10:03:00,IButton1,Temperature,C,27.5,12
"Sutherland, Canada",2018,2018-05-21,11:03:00,IButton1,Temperature,C,30,12
"Sutherland, Canada",2018,2018-05-21,12:03:00,IButton1,Temperature,C,31.5,12
"Sutherland, Canada",2018,2018-05-21,13:03:00,IButton1,Temperature,C,32.5,12
"Sutherland, Canada",2018,2018-05-21,14:03:00,IButton1,Temperature,C,32.5,12
"Sutherland, Canada",2018,2018-05-21,15:03:00,IButton1,Temperature,C,32,12
"Sutherland, Canada",2018,2018-05-21,16:03:00,IButton1,Temperature,C,33,12
"Sutherland, Canada",2018,2018-05-21,17:03:00,IButton1,Temperature,C,31.5,12
"Sutherland, Canada",2018,2018-05-21,18:03:00,IButton1,Temperature,C,29,12
"Sutherland, Canada",2018,2018-05-21,19:03:00,IButton1,Temperature,C,28.5,12
"Sutherland, Canada",2018,2018-05-21,20:03:00,IButton1,Temperature,C,28.5,12
"Sutherland, Canada",2018,2018-05-21,21:03:00,IButton1,Temperature,C,21.5,12
"Sutherland, Canada",2018,2018-05-21,22:03:00,IButton1,Temperature,C,17,12
"Sutherland, Canada",2018,2018-05-21,23:03:00,IButton1,Temperature,C,15,12
"Sutherland, Canada",2018,2018-05-22,00:03:00,IButton1,Temperature,C,11.5,13
"Sutherland, Canada",2018,2018-05-22,01:03:00,IButton1,Temperature,C,12,13
"Sutherland, Canada",2018,2018-05-22,02:03:00,IButton1,Temperature,C,9,13
"Sutherland, Canada",2018,2018-05-22,03:03:00,IButton1,Temperature,C,10.5,13
"Sutherland, Canada",2018,2018-05-22,04:03:00,IButton1,Temperature,C,9.5,13
"Sutherland, Canada",2018,2018-05-22,05:03:00,IButton1,Temperature,C,11.5,13
"Sutherland, Canada",2018,2018-05-22,06:03:00,IButton1,Temperature,C,16,13
"Sutherland, Canada",2018,2018-05-22,07:03:00,IButton1,Temperature,C,12,13
"Sutherland, Canada",2018,2018-05-22,08:03:00,IButton1,Temperature,C,14.5,13
"Sutherland, Canada",2018,2018-05-22,09:03:00,IButton1,Temperature,C,16,13
"Sutherland, Canada",2018,2018-05-22,10:03:00,IButton1,Temperature,C,19.5,13
"Sutherland, Canada",2018,2018-05-22,11:03:00,IButton1,Temperature,C,22.5,13
"Sutherland, Canada",2018,2018-05-22,12:03:00,IButton1,Temperature,C,28.5,13
"Sutherland, Canada",2018,2018-05-22,13:03:00,IButton1,Temperature,C,28,13
"Sutherland, Canada",2018,2018-05-22,14:03:00,IButton1,Temperature,C,31,13
"Sutherland, Canada",2018,2018-05-22,15:03:00,IButton1,Temperature,C,30,13
"Sutherland, Canada",2018,2018-05-22,16:03:00,IButton1,Temperature,C,32,13
"Sutherland, Canada",2018,2018-05-22,17:03:00,IButton1,Temperature,C,35.5,13
"Sutherland, Canada",2018,2018-05-22,18:03:00,IButton1,Temperature,C,32.5,13
"Sutherland, Canada",2018,2018-05-22,19:03:00,IButton1,Temperature,C,29,13
"Sutherland, Canada",2018,2018-05-22,20:03:00,IButton1,Temperature,C,25,13
"Sutherland, Canada",2018,2018-05-22,21:03:00,IButton1,Temperature,C,16,13
"Sutherland, Canada",2018,2018-05-22,22:03:00,IButton1,Temperature,C,16,13
"Sutherland, Canada",2018,2018-05-22,23:03:00,IButton1,Temperature,C,16,13
"Sutherland, Canada",2018,2018-05-23,00:03:00,IButton1,Temperature,C,15,14
"Sutherland, Canada",2018,2018-05-23,01:03:00,IButton1,Temperature,C,11.5,14
"Sutherland, Canada",2018,2018-05-23,02:03:00,IButton1,Temperature,C,11,14
"Sutherland, Canada",2018,2018-05-23,03:03:00,IButton1,Temperature,C,13.5,14
"Sutherland, Canada",2018,2018-05-23,04:03:00,IButton1,Temperature,C,13.5,14
"Sutherland, Canada",2018,2018-05-23,05:03:00,IButton1,Temperature,C,13,14
"Sutherland, Canada",2018,2018-05-23,06:03:00,IButton1,Temperature,C,14,14
"Sutherland, Canada",2018,2018-05-23,07:03:00,IButton1,Temperature,C,17,14
"Sutherland, Canada",2018,2018-05-23,08:03:00,IButton1,Temperature,C,20,14
"Sutherland, Canada",2018,2018-05-23,09:03:00,IButton1,Temperature,C,23,14
"Sutherland, Canada",2018,2018-05-23,10:03:00,IButton1,Temperature,C,26.5,14
"Sutherland, Canada",2018,2018-05-23,11:03:00,IButton1,Temperature,C,30,14
"Sutherland, Canada",2018,2018-05-23,12:03:00,IButton1,Temperature,C,29.5,14
"Sutherland, Canada",2018,2018-05-23,13:03:00,IButton1,Temperature,C,30,14
"Sutherland, Canada",2018,2018-05-23,14:03:00,IButton1,Temperature,C,32.5,14
"Sutherland, Canada",2018,2018-05-23,15:03:00,IButton1,Temperature,C,32.5,14
"Sutherland, Canada",2018,2018-05-23,16:03:00,IButton1,Temperature,C,31.5,14
"Sutherland, Canada",2018,2018-05-23,17:03:00,IButton1,Temperature,C,34,14
"Sutherland, Canada",2018,2018-05-23,18:03:00,IButton1,Temperature,C,32.5,14
"Sutherland, Canada",2018,2018-05-23,19:03:00,IButton1,Temperature,C,29,14
"Sutherland, Canada",2018,2018-05-23,20:03:00,IButton1,Temperature,C,19,14
"Sutherland, Canada",2018,2018-05-23,21:03:00,IButton1,Temperature,C,16,14
"Sutherland, Canada",2018,2018-05-23,22:03:00,IButton1,Temperature,C,16.5,14
"Sutherland, Canada",2018,2018-05-23,23:03:00,IButton1,Temperature,C,16.5,14
"Sutherland, Canada",2018,2018-05-24,00:03:00,IButton1,Temperature,C,15.5,15
"Sutherland, Canada",2018,2018-05-24,01:03:00,IButton1,Temperature,C,15.5,15
"Sutherland, Canada",2018,2018-05-24,02:03:00,IButton1,Temperature,C,15.5,15
"Sutherland, Canada",2018,2018-05-24,03:03:00,IButton1,Temperature,C,15,15
"Sutherland, Canada",2018,2018-05-24,04:03:00,IButton1,Temperature,C,16,15
"Sutherland, Canada",2018,2018-05-24,05:03:00,IButton1,Temperature,C,15,15
"Sutherland, Canada",2018,2018-05-24,06:03:00,IButton1,Temperature,C,15,15
"Sutherland, Canada",2018,2018-05-24,07:03:00,IButton1,Temperature,C,20,15
"Sutherland, Canada",2018,2018-05-24,08:03:00,IButton1,Temperature,C,21.5,15
"Sutherland, Canada",2018,2018-05-24,09:03:00,IButton1,Temperature,C,22,15
"Sutherland, Canada",2018,2018-05-24,10:03:00,IButton1,Temperature,C,22,15
"Sutherland, Canada",2018,2018-05-24,11:03:00,IButton1,Temperature,C,24.5,15
"Sutherland, Canada",2018,2018-05-24,12:03:00,IButton1,Temperature,C,24.5,15
"Sutherland, Canada",2018,2018-05-24,13:03:00,IButton1,Temperature,C,27,15
"Sutherland, Canada",2018,2018-05-24,14:03:00,IButton1,Temperature,C,25.5,15
"Sutherland, Canada",2018,2018-05-24,15:03:00,IButton1,Temperature,C,28.5,15
"Sutherland, Canada",2018,2018-05-24,16:03:00,IButton1,Temperature,C,28.5,15
"Sutherland, Canada",2018,2018-05-24,17:03:00,IButton1,Temperature,C,30,15
"Sutherland, Canada",2018,2018-05-24,18:03:00,IButton1,Temperature,C,29,15
"Sutherland, Canada",2018,2018-05-24,19:03:00,IButton1,Temperature,C,30.5,15
"Sutherland, Canada",2018,2018-05-24,20:03:00,IButton1,Temperature,C,25.5,15
"Sutherland, Canada",2018,2018-05-24,21:03:00,IButton1,Temperature,C,21,15
"Sutherland, Canada",2018,2018-05-24,22:03:00,IButton1,Temperature,C,20,15
"Sutherland, Canada",2018,2018-05-24,23:03:00,IButton1,Temperature,C,14.5,15
"Sutherland, Canada",2018,2018-05-25,00:03:00,IButton1,Temperature,C,14.5,16
"Sutherland, Canada",2018,2018-05-25,01:03:00,IButton1,Temperature,C,14,16
"Sutherland, Canada",2018,2018-05-25,02:03:00,IButton1,Temperature,C,14,16
"Sutherland, Canada",2018,2018-05-25,03:03:00,IButton1,Temperature,C,12,16
"Sutherland, Canada",2018,2018-05-25,04:03:00,IButton1,Temperature,C,12,16
"Sutherland, Canada",2018,2018-05-25,05:03:00,IButton1,Temperature,C,12,16
"Sutherland, Canada",2018,2018-05-25,06:03:00,IButton1,Temperature,C,13,16
"Sutherland, Canada",2018,2018-05-25,07:03:00,IButton1,Temperature,C,14,16
"Sutherland, Canada",2018,2018-05-25,08:03:00,IButton1,Temperature,C,17,16
"Sutherland, Canada",2018,2018-05-25,09:03:00,IButton1,Temperature,C,17,16
"Sutherland, Canada",2018,2018-05-25,10:03:00,IButton1,Temperature,C,20,16
"Sutherland, Canada",2018,2018-05-25,11:03:00,IButton1,Temperature,C,21,16
"Sutherland, Canada",2018,2018-05-25,12:03:00,IButton1,Temperature,C,21.5,16
"Sutherland, Canada",2018,2018-05-25,13:03:00,IButton1,Temperature,C,20,16
"Sutherland, Canada",2018,2018-05-25,14:03:00,IButton1,Temperature,C,23,16
"Sutherland, Canada",2018,2018-05-25,15:03:00,IButton1,Temperature,C,21.5,16
"Sutherland, Canada",2018,2018-05-25,16:03:00,IButton1,Temperature,C,25,16
"Sutherland, Canada",2018,2018-05-25,17:03:00,IButton1,Temperature,C,23,16
"Sutherland, Canada",2018,2018-05-25,18:03:00,IButton1,Temperature,C,25,16
"Sutherland, Canada",2018,2018-05-25,19:03:00,IButton1,Temperature,C,24,16
"Sutherland, Canada",2018,2018-05-25,20:03:00,IButton1,Temperature,C,22.5,16
"Sutherland, Canada",2018,2018-05-25,21:03:00,IButton1,Temperature,C,18.5,16
"Sutherland, Canada",2018,2018-05-25,22:03:00,IButton1,Temperature,C,13,16
"Sutherland, Canada",2018,2018-05-25,23:03:00,IButton1,Temperature,C,11.5,16
"Sutherland, Canada",2018,2018-05-26,00:03:00,IButton1,Temperature,C,10,17
"Sutherland, Canada",2018,2018-05-26,01:03:00,IButton1,Temperature,C,9.5,17
"Sutherland, Canada",2018,2018-05-26,02:03:00,IButton1,Temperature,C,8.5,17
"Sutherland, Canada",2018,2018-05-26,03:03:00,IButton1,Temperature,C,8,17
"Sutherland, Canada",2018,2018-05-26,04:03:00,IButton1,Temperature,C,7.5,17
