Location,Year,Date,Time,LoggerID,Measurement,Unit,Value,DaysAfterPlanting
"Rosthern, Canada",2017,2017-07-17,05:09:36,Weather Station,Day Length,Hours,16.06,59
"Rosthern, Canada",2017,2017-07-18,05:10:48,Weather Station,Day Length,Hours,16.02,60
"Rosthern, Canada",2017,2017-07-19,05:12:00,Weather Station,Day Length,Hours,15.98,61
"Rosthern, Canada",2017,2017-07-20,05:13:48,Weather Station,Day Length,Hours,15.93,62
"Rosthern, Canada",2017,2017-07-21,05:15:00,Weather Station,Day Length,Hours,15.89,63
"Rosthern, Canada",2017,2017-07-22,05:16:12,Weather Station,Day Length,Hours,15.84,64
"Rosthern, Canada",2017,2017-07-23,05:18:00,Weather Station,Day Length,Hours,15.8,65
"Rosthern, Canada",2017,2017-07-24,05:19:12,Weather Station,Day Length,Hours,15.75,66
"Rosthern, Canada",2017,2017-07-25,05:20:24,Weather Station,Day Length,Hours,15.7,67
"Rosthern, Canada",2017,2017-07-26,05:22:12,Weather Station,Day Length,Hours,15.65,68
"Rosthern, Canada",2017,2017-07-27,05:23:24,Weather Station,Day Length,Hours,15.6,69
"Rosthern, Canada",2017,2017-07-28,05:25:12,Weather Station,Day Length,Hours,15.55,70
"Rosthern, Canada",2017,2017-07-29,05:26:24,Weather Station,Day Length,Hours,15.5,71
"Rosthern, Canada",2017,2017-07-30,05:28:12,Weather Station,Day Length,Hours,15.45,72
"Rosthern, Canada",2017,2017-07-31,05:29:24,Weather Station,Day Length,Hours,15.4,73
"Rosthern, Canada",2017,2017-08-01,05:31:12,Weather Station,Day Length,Hours,15.34,74
"Rosthern, Canada",2017,2017-08-02,05:33:00,Weather Station,Day Length,Hours,15.29,75
"Rosthern, Canada",2017,2017-08-03,05:34:12,Weather Station,Day Length,Hours,15.23,76
"Rosthern, Canada",2017,2017-08-04,05:36:00,Weather Station,Day Length,Hours,15.18,77
"Rosthern, Canada",2017,2017-08-05,05:37:48,Weather Station,Day Length,Hours,15.12,78
"Rosthern, Canada",2017,2017-08-06,05:39:00,Weather Station,Day Length,Hours,15.06,79
"Rosthern, Canada",2017,2017-08-07,05:40:48,Weather Station,Day Length,Hours,15,80
"Rosthern, Canada",2017,2017-08-08,05:42:36,Weather Station,Day Length,Hours,14.95,81
"Rosthern, Canada",2017,2017-08-09,05:43:48,Weather Station,Day Length,Hours,14.89,82
"Rosthern, Canada",2017,2017-08-10,05:45:36,Weather Station,Day Length,Hours,14.83,83
"Rosthern, Canada",2017,2017-08-11,05:47:24,Weather Station,Day Length,Hours,14.77,84
"Rosthern, Canada",2017,2017-08-12,05:49:12,Weather Station,Day Length,Hours,14.71,85
"Rosthern, Canada",2017,2017-08-13,05:50:24,Weather Station,Day Length,Hours,14.65,86
"Rosthern, Canada",2017,2017-08-14,05:52:12,Weather Station,Day Length,Hours,14.59,87
"Rosthern, Canada",2017,2017-08-15,05:54:00,Weather Station,Day Length,Hours,14.53,88
"Rosthern, Canada",2017,2017-08-16,05:55:12,Weather Station,Day Length,Hours,14.46,89
"Rosthern, Canada",2017,2017-08-17,05:57:00,Weather Station,Day Length,Hours,14.4,90
"Rosthern, Canada",2017,2017-08-18,05:58:48,Weather Station,Day Length,Hours,14.34,91
"Rosthern, Canada",2017,2017-08-19,06:00:36,Weather Station,Day Length,Hours,14.28,92
"Rosthern, Canada",2017,2017-08-20,06:01:48,Weather Station,Day Length,Hours,14.21,93
"Rosthern, Canada",2017,2017-08-21,06:03:36,Weather Station,Day Length,Hours,14.15,94
"Rosthern, Canada",2017,2017-08-22,06:05:24,Weather Station,Day Length,Hours,14.09,95
"Rosthern, Canada",2017,2017-08-23,06:07:12,Weather Station,Day Length,Hours,14.02,96
"Rosthern, Canada",2017,2017-06-26,16:00:01,Weather Station,Temperature,C,23.4,38
"Rosthern, Canada",2017,2017-06-26,16:20:00,Weather Station,Temperature,C,22.9,38
"Rosthern, Canada",2017,2017-06-26,16:30:00,Weather Station,Temperature,C,22.8,38
"Rosthern, Canada",2017,2017-06-26,16:40:01,Weather Station,Temperature,C,23,38
"Rosthern, Canada",2017,2017-06-26,16:50:01,Weather Station,Temperature,C,23.8,38
"Rosthern, Canada",2017,2017-06-26,17:00:01,Weather Station,Temperature,C,23.7,38
"Rosthern, Canada",2017,2017-06-26,17:10:01,Weather Station,Temperature,C,23.8,38
"Rosthern, Canada",2017,2017-06-26,17:20:01,Weather Station,Temperature,C,23.7,38
"Rosthern, Canada",2017,2017-06-26,17:30:01,Weather Station,Temperature,C,23.9,38
"Rosthern, Canada",2017,2017-06-26,17:40:01,Weather Station,Temperature,C,23.7,38
"Rosthern, Canada",2017,2017-06-26,17:50:01,Weather Station,Temperature,C,23.7,38
"Rosthern, Canada",2017,2017-06-26,18:00:01,Weather Station,Temperature,C,24.6,38
"Rosthern, Canada",2017,2017-06-26,18:10:01,Weather Station,Temperature,C,24.1,38
"Rosthern, Canada",2017,2017-06-26,18:20:01,Weather Station,Temperature,C,24.6,38
"Rosthern, Canada",2017,2017-06-26,18:30:01,Weather Station,Temperature,C,24.4,38
"Rosthern, Canada",2017,2017-06-26,18:40:01,Weather Station,Temperature,C,23.5,38
"Rosthern, Canada",2017,2017-06-26,18:50:01,Weather Station,Temperature,C,23.3,38
"Rosthern, Canada",2017,2017-06-26,19:00:00,Weather Station,Temperature,C,23.4,38
"Rosthern, Canada",2017,2017-06-26,19:10:01,Weather Station,Temperature,C,23.4,38
"Rosthern, Canada",2017,2017-06-26,19:20:01,Weather Station,Temperature,C,23.5,38
"Rosthern, Canada",2017,2017-06-26,19:30:01,Weather Station,Temperature,C,23.1,38
"Rosthern, Canada",2017,2017-06-26,19:40:01,Weather Station,Temperature,C,22.7,38
"Rosthern, Canada",2017,2017-06-26,19:50:00,Weather Station,Temperature,C,22.5,38
"Rosthern, Canada",2017,2017-06-26,20:00:01,Weather Station,Temperature,C,22.4,38
"Rosthern, Canada",2017,2017-06-26,20:10:00,Weather Station,Temperature,C,22.5,38
"Rosthern, Canada",2017,2017-06-26,20:20:01,Weather Station,Temperature,C,22.3,38
"Rosthern, Canada",2017,2017-06-26,20:30:00,Weather Station,Temperature,C,21.8,38
"Rosthern, Canada",2017,2017-06-26,20:40:01,Weather Station,Temperature,C,21.5,38
"Rosthern, Canada",2017,2017-06-26,20:50:01,Weather Station,Temperature,C,21.3,38
"Rosthern, Canada",2017,2017-06-26,21:00:01,Weather Station,Temperature,C,21.1,38
"Rosthern, Canada",2017,2017-06-26,21:10:01,Weather Station,Temperature,C,20.8,38
"Rosthern, Canada",2017,2017-06-26,21:20:00,Weather Station,Temperature,C,20.4,38
"Rosthern, Canada",2017,2017-06-26,21:30:01,Weather Station,Temperature,C,20.1,38
"Rosthern, Canada",2017,2017-06-26,21:40:01,Weather Station,Temperature,C,19.7,38
"Rosthern, Canada",2017,2017-06-26,21:50:01,Weather Station,Temperature,C,19.4,38
"Rosthern, Canada",2017,2017-06-26,22:00:01,Weather Station,Temperature,C,19.2,38
"Rosthern, Canada",2017,2017-06-26,22:10:00,Weather Station,Temperature,C,19.1,38
"Rosthern, Canada",2017,2017-06-26,22:20:00,Weather Station,Temperature,C,19,38
"Rosthern, Canada",2017,2017-06-26,22:30:01,Weather Station,Temperature,C,19,38
"Rosthern, Canada",2017,2017-06-26,22:40:00,Weather Station,Temperature,C,19.2,38
"Rosthern, Canada",2017,2017-06-26,22:50:01,Weather Station,Temperature,C,19.2,38
"Rosthern, Canada",2017,2017-06-26,23:00:01,Weather Station,Temperature,C,19.2,38
"Rosthern, Canada",2017,2017-06-26,23:10:00,Weather Station,Temperature,C,19,38
"Rosthern, Canada",2017,2017-06-26,23:20:00,Weather Station,Temperature,C,19,38
"Rosthern, Canada",2017,2017-06-26,23:30:00,Weather Station,Temperature,C,18.9,38
"Rosthern, Canada",2017,2017-06-26,23:40:01,Weather Station,Temperature,C,18.8,38
"Rosthern, Canada",2017,2017-06-26,23:50:01,Weather Station,Temperature,C,18.9,38
"Rosthern, Canada",2017,2017-06-27,00:00:01,Weather Station,Temperature,C,19,39
"Rosthern, Canada",2017,2017-06-27,00:10:01,Weather Station,Temperature,C,19.1,39
"Rosthern, Canada",2017,2017-06-27,00:20:00,Weather Station,Temperature,C,19.3,39
"Rosthern, Canada",2017,2017-06-27,00:30:00,Weather Station,Temperature,C,19.2,39
"Rosthern, Canada",2017,2017-06-27,00:40:01,Weather Station,Temperature,C,19.1,39
"Rosthern, Canada",2017,2017-06-27,00:50:00,Weather Station,Temperature,C,18.9,39
"Rosthern, Canada",2017,2017-06-27,01:00:00,Weather Station,Temperature,C,18.9,39
"Rosthern, Canada",2017,2017-06-27,01:10:00,Weather Station,Temperature,C,18.8,39
"Rosthern, Canada",2017,2017-06-27,01:20:01,Weather Station,Temperature,C,18.7,39
"Rosthern, Canada",2017,2017-06-27,01:30:01,Weather Station,Temperature,C,18.6,39
"Rosthern, Canada",2017,2017-06-27,01:40:00,Weather Station,Temperature,C,18.3,39
"Rosthern, Canada",2017,2017-06-27,01:50:00,Weather Station,Temperature,C,18.2,39
"Rosthern, Canada",2017,2017-06-27,02:00:00,Weather Station,Temperature,C,18.1,39
"Rosthern, Canada",2017,2017-06-27,02:10:00,Weather Station,Temperature,C,18.1,39
"Rosthern, Canada",2017,2017-06-27,02:20:01,Weather Station,Temperature,C,17.9,39
"Rosthern, Canada",2017,2017-06-27,02:30:01,Weather Station,Temperature,C,17.6,39
"Rosthern, Canada",2017,2017-06-27,02:40:01,Weather Station,Temperature,C,17.4,39
"Rosthern, Canada",2017,2017-06-27,02:50:01,Weather Station,Temperature,C,17.6,39
"Rosthern, Canada",2017,2017-06-27,03:00:01,Weather Station,Temperature,C,17.6,39
"Rosthern, Canada",2017,2017-06-27,03:10:00,Weather Station,Temperature,C,17.5,39
"Rosthern, Canada",2017,2017-06-27,03:20:01,Weather Station,Temperature,C,17.3,39
"Rosthern, Canada",2017,2017-06-27,03:30:00,Weather Station,Temperature,C,17,39
"Rosthern, Canada",2017,2017-06-27,03:40:00,Weather Station,Temperature,C,16.8,39
"Rosthern, Canada",2017,2017-06-27,03:50:01,Weather Station,Temperature,C,16.6,39
"Rosthern, Canada",2017,2017-06-27,04:00:01,Weather Station,Temperature,C,16.4,39
"Rosthern, Canada",2017,2017-06-27,04:10:00,Weather Station,Temperature,C,16.3,39
"Rosthern, Canada",2017,2017-06-27,04:20:01,Weather Station,Temperature,C,16,39
"Rosthern, Canada",2017,2017-06-27,04:30:00,Weather Station,Temperature,C,15.9,39
"Rosthern, Canada",2017,2017-06-27,04:40:01,Weather Station,Temperature,C,15.7,39
"Rosthern, Canada",2017,2017-06-27,04:50:01,Weather Station,Temperature,C,15.2,39
"Rosthern, Canada",2017,2017-06-27,05:00:01,Weather Station,Temperature,C,14.6,39
"Rosthern, Canada",2017,2017-06-27,05:10:00,Weather Station,Temperature,C,14.4,39
"Rosthern, Canada",2017,2017-06-27,05:20:01,Weather Station,Temperature,C,14.6,39
"Rosthern, Canada",2017,2017-06-27,05:30:01,Weather Station,Temperature,C,15.1,39
"Rosthern, Canada",2017,2017-06-27,05:40:01,Weather Station,Temperature,C,15.8,39
"Rosthern, Canada",2017,2017-06-27,05:50:00,Weather Station,Temperature,C,16.1,39
"Rosthern, Canada",2017,2017-06-27,06:00:01,Weather Station,Temperature,C,16.2,39
"Rosthern, Canada",2017,2017-06-27,06:10:01,Weather Station,Temperature,C,16.5,39
"Rosthern, Canada",2017,2017-06-27,06:20:00,Weather Station,Temperature,C,16.8,39
"Rosthern, Canada",2017,2017-06-27,06:30:01,Weather Station,Temperature,C,17.1,39
"Rosthern, Canada",2017,2017-06-27,06:40:00,Weather Station,Temperature,C,17.1,39
"Rosthern, Canada",2017,2017-06-27,06:50:01,Weather Station,Temperature,C,17,39
"Rosthern, Canada",2017,2017-06-27,07:00:00,Weather Station,Temperature,C,17.3,39
"Rosthern, Canada",2017,2017-06-27,07:10:01,Weather Station,Temperature,C,17.5,39
"Rosthern, Canada",2017,2017-06-27,07:20:01,Weather Station,Temperature,C,17.7,39
"Rosthern, Canada",2017,2017-06-27,07:30:01,Weather Station,Temperature,C,18,39
"Rosthern, Canada",2017,2017-06-27,07:40:01,Weather Station,Temperature,C,17.8,39
"Rosthern, Canada",2017,2017-06-27,07:50:01,Weather Station,Temperature,C,18.1,39
"Rosthern, Canada",2017,2017-06-27,08:00:01,Weather Station,Temperature,C,18.3,39
"Rosthern, Canada",2017,2017-06-27,08:10:01,Weather Station,Temperature,C,18.5,39
"Rosthern, Canada",2017,2017-06-27,08:20:01,Weather Station,Temperature,C,19,39
"Rosthern, Canada",2017,2017-06-27,08:30:01,Weather Station,Temperature,C,19.4,39
"Rosthern, Canada",2017,2017-06-27,08:40:01,Weather Station,Temperature,C,19.9,39
"Rosthern, Canada",2017,2017-06-27,08:50:01,Weather Station,Temperature,C,19.9,39
"Rosthern, Canada",2017,2017-06-27,09:00:01,Weather Station,Temperature,C,20.2,39
"Rosthern, Canada",2017,2017-06-27,09:10:01,Weather Station,Temperature,C,20.6,39
"Rosthern, Canada",2017,2017-06-27,09:20:01,Weather Station,Temperature,C,21.1,39
"Rosthern, Canada",2017,2017-06-27,09:30:01,Weather Station,Temperature,C,21.6,39
"Rosthern, Canada",2017,2017-06-27,09:40:01,Weather Station,Temperature,C,21.6,39
"Rosthern, Canada",2017,2017-06-27,09:50:01,Weather Station,Temperature,C,22,39
"Rosthern, Canada",2017,2017-06-27,10:00:01,Weather Station,Temperature,C,22.2,39
"Rosthern, Canada",2017,2017-06-27,10:10:01,Weather Station,Temperature,C,22.9,39
"Rosthern, Canada",2017,2017-06-27,10:20:01,Weather Station,Temperature,C,23.1,39
"Rosthern, Canada",2017,2017-06-27,10:30:01,Weather Station,Temperature,C,22.8,39
"Rosthern, Canada",2017,2017-06-27,10:40:01,Weather Station,Temperature,C,22.3,39
"Rosthern, Canada",2017,2017-06-27,10:50:01,Weather Station,Temperature,C,22.2,39
"Rosthern, Canada",2017,2017-06-27,11:00:01,Weather Station,Temperature,C,23.3,39
"Rosthern, Canada",2017,2017-06-27,11:10:00,Weather Station,Temperature,C,24.3,39
"Rosthern, Canada",2017,2017-06-27,11:20:01,Weather Station,Temperature,C,24.2,39
"Rosthern, Canada",2017,2017-06-27,11:30:01,Weather Station,Temperature,C,24.6,39
"Rosthern, Canada",2017,2017-06-27,11:40:00,Weather Station,Temperature,C,24.6,39
"Rosthern, Canada",2017,2017-06-27,11:50:00,Weather Station,Temperature,C,24.7,39
"Rosthern, Canada",2017,2017-06-27,12:00:01,Weather Station,Temperature,C,25.1,39
"Rosthern, Canada",2017,2017-06-27,12:10:01,Weather Station,Temperature,C,25.7,39
"Rosthern, Canada",2017,2017-06-27,12:20:01,Weather Station,Temperature,C,25.6,39
"Rosthern, Canada",2017,2017-06-27,12:30:01,Weather Station,Temperature,C,26,39
"Rosthern, Canada",2017,2017-06-27,12:40:01,Weather Station,Temperature,C,25.9,39
"Rosthern, Canada",2017,2017-06-27,12:50:01,Weather Station,Temperature,C,25.5,39
"Rosthern, Canada",2017,2017-06-27,13:00:01,Weather Station,Temperature,C,24.1,39
"Rosthern, Canada",2017,2017-06-27,13:10:00,Weather Station,Temperature,C,23.5,39
"Rosthern, Canada",2017,2017-06-27,13:20:01,Weather Station,Temperature,C,24,39
"Rosthern, Canada",2017,2017-06-27,13:30:01,Weather Station,Temperature,C,24.5,39
"Rosthern, Canada",2017,2017-06-27,13:40:01,Weather Station,Temperature,C,24.2,39
"Rosthern, Canada",2017,2017-06-27,13:50:00,Weather Station,Temperature,C,23.5,39
"Rosthern, Canada",2017,2017-06-27,14:00:00,Weather Station,Temperature,C,23,39
"Rosthern, Canada",2017,2017-06-27,14:10:01,Weather Station,Temperature,C,22.3,39
"Rosthern, Canada",2017,2017-06-27,14:20:01,Weather Station,Temperature,C,22,39
"Rosthern, Canada",2017,2017-06-27,14:30:01,Weather Station,Temperature,C,21.7,39
"Rosthern, Canada",2017,2017-06-27,14:40:01,Weather Station,Temperature,C,21.3,39
"Rosthern, Canada",2017,2017-06-27,14:50:01,Weather Station,Temperature,C,21.5,39
"Rosthern, Canada",2017,2017-06-27,15:00:01,Weather Station,Temperature,C,21.4,39
"Rosthern, Canada",2017,2017-06-27,15:10:00,Weather Station,Temperature,C,21.1,39
"Rosthern, Canada",2017,2017-06-27,15:20:01,Weather Station,Temperature,C,20.7,39
"Rosthern, Canada",2017,2017-06-27,15:30:01,Weather Station,Temperature,C,20.5,39
"Rosthern, Canada",2017,2017-06-27,15:40:01,Weather Station,Temperature,C,20.4,39
"Rosthern, Canada",2017,2017-06-27,15:50:00,Weather Station,Temperature,C,20.2,39
"Rosthern, Canada",2017,2017-06-27,16:00:00,Weather Station,Temperature,C,20.1,39
"Rosthern, Canada",2017,2017-06-27,16:10:00,Weather Station,Temperature,C,20.1,39
"Rosthern, Canada",2017,2017-06-27,16:20:00,Weather Station,Temperature,C,20.2,39
"Rosthern, Canada",2017,2017-06-27,16:30:00,Weather Station,Temperature,C,20.8,39
"Rosthern, Canada",2017,2017-06-27,16:40:00,Weather Station,Temperature,C,21.5,39
"Rosthern, Canada",2017,2017-06-27,16:50:01,Weather Station,Temperature,C,22.7,39
"Rosthern, Canada",2017,2017-06-27,17:00:01,Weather Station,Temperature,C,22.6,39
"Rosthern, Canada",2017,2017-06-27,17:10:00,Weather Station,Temperature,C,22.8,39
"Rosthern, Canada",2017,2017-06-27,17:20:01,Weather Station,Temperature,C,22.6,39
"Rosthern, Canada",2017,2017-06-27,17:30:01,Weather Station,Temperature,C,22.5,39
"Rosthern, Canada",2017,2017-06-27,17:40:01,Weather Station,Temperature,C,22.5,39
"Rosthern, Canada",2017,2017-06-27,17:50:01,Weather Station,Temperature,C,22.4,39
"Rosthern, Canada",2017,2017-06-27,18:00:01,Weather Station,Temperature,C,22.4,39
"Rosthern, Canada",2017,2017-06-27,18:10:00,Weather Station,Temperature,C,22.4,39
"Rosthern, Canada",2017,2017-06-27,18:20:00,Weather Station,Temperature,C,22.4,39
"Rosthern, Canada",2017,2017-06-27,18:30:01,Weather Station,Temperature,C,22.6,39
"Rosthern, Canada",2017,2017-06-27,18:40:01,Weather Station,Temperature,C,22.7,39
"Rosthern, Canada",2017,2017-06-27,18:50:01,Weather Station,Temperature,C,22.5,39
"Rosthern, Canada",2017,2017-06-27,19:00:01,Weather Station,Temperature,C,22.5,39
"Rosthern, Canada",2017,2017-06-27,19:10:01,Weather Station,Temperature,C,22.2,39
"Rosthern, Canada",2017,2017-06-27,19:20:01,Weather Station,Temperature,C,22,39
"Rosthern, Canada",2017,2017-06-27,19:30:01,Weather Station,Temperature,C,21.9,39
"Rosthern, Canada",2017,2017-06-27,19:40:01,Weather Station,Temperature,C,21.6,39
"Rosthern, Canada",2017,2017-06-27,19:50:01,Weather Station,Temperature,C,21.3,39
"Rosthern, Canada",2017,2017-06-27,20:00:01,Weather Station,Temperature,C,21,39
"Rosthern, Canada",2017,2017-06-27,20:10:00,Weather Station,Temperature,C,20.5,39
"Rosthern, Canada",2017,2017-06-27,20:20:01,Weather Station,Temperature,C,20,39
"Rosthern, Canada",2017,2017-06-27,20:30:01,Weather Station,Temperature,C,19.5,39
"Rosthern, Canada",2017,2017-06-27,20:40:01,Weather Station,Temperature,C,19.1,39
"Rosthern, Canada",2017,2017-06-27,20:50:01,Weather Station,Temperature,C,18.5,39
"Rosthern, Canada",2017,2017-06-27,21:00:01,Weather Station,Temperature,C,17.8,39
"Rosthern, Canada",2017,2017-06-27,21:10:00,Weather Station,Temperature,C,17.2,39
"Rosthern, Canada",2017,2017-06-27,21:20:01,Weather Station,Temperature,C,16.6,39
"Rosthern, Canada",2017,2017-06-27,21:30:01,Weather Station,Temperature,C,16.1,39
"Rosthern, Canada",2017,2017-06-27,21:40:01,Weather Station,Temperature,C,15.4,39
"Rosthern, Canada",2017,2017-06-27,21:50:01,Weather Station,Temperature,C,15.6,39
"Rosthern, Canada",2017,2017-06-27,22:00:01,Weather Station,Temperature,C,15.6,39
"Rosthern, Canada",2017,2017-06-27,22:10:00,Weather Station,Temperature,C,15.2,39
"Rosthern, Canada",2017,2017-06-27,22:20:01,Weather Station,Temperature,C,14.7,39
"Rosthern, Canada",2017,2017-06-27,22:30:01,Weather Station,Temperature,C,14.6,39
"Rosthern, Canada",2017,2017-06-27,22:40:01,Weather Station,Temperature,C,14.2,39
"Rosthern, Canada",2017,2017-06-27,22:50:00,Weather Station,Temperature,C,14,39
"Rosthern, Canada",2017,2017-06-27,23:00:00,Weather Station,Temperature,C,13.6,39
"Rosthern, Canada",2017,2017-06-27,23:10:00,Weather Station,Temperature,C,12.9,39
"Rosthern, Canada",2017,2017-06-27,23:20:00,Weather Station,Temperature,C,12.1,39
"Rosthern, Canada",2017,2017-06-27,23:30:01,Weather Station,Temperature,C,11.8,39
"Rosthern, Canada",2017,2017-06-27,23:40:00,Weather Station,Temperature,C,11.3,39
"Rosthern, Canada",2017,2017-06-27,23:50:01,Weather Station,Temperature,C,11,39
"Rosthern, Canada",2017,2017-06-28,00:00:00,Weather Station,Temperature,C,11,40
"Rosthern, Canada",2017,2017-06-28,00:10:01,Weather Station,Temperature,C,10.8,40
"Rosthern, Canada",2017,2017-06-28,00:20:01,Weather Station,Temperature,C,10.5,40
"Rosthern, Canada",2017,2017-06-28,00:30:01,Weather Station,Temperature,C,10.5,40
"Rosthern, Canada",2017,2017-06-28,00:40:01,Weather Station,Temperature,C,10.4,40
"Rosthern, Canada",2017,2017-06-28,00:50:01,Weather Station,Temperature,C,10.2,40
"Rosthern, Canada",2017,2017-06-28,01:00:00,Weather Station,Temperature,C,10.1,40
"Rosthern, Canada",2017,2017-06-28,01:10:01,Weather Station,Temperature,C,10.5,40
"Rosthern, Canada",2017,2017-06-28,01:20:01,Weather Station,Temperature,C,10.5,40
"Rosthern, Canada",2017,2017-06-28,01:30:00,Weather Station,Temperature,C,10.1,40
"Rosthern, Canada",2017,2017-06-28,01:40:01,Weather Station,Temperature,C,9.8,40
